application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission
3022,Male,True,,Humanities,,640.0,6.0,Financial Services,Reject
3023,Male,True,3.44,STEM,,670.0,6.0,Other,Reject
3024,Male,True,3.24,STEM,,630.0,6.0,Nonprofit/Gov,Reject
3025,Female,False,3.42,Humanities,Hispanic,730.0,6.0,Nonprofit/Gov,Admit
3026,Male,False,3.34,STEM,Hispanic,660.0,5.0,,Reject
3027,Male,False,3.17,STEM,Black,620.0,6.0,Investment Banking,Reject
3028,Female,False,3.32,Business,Asian,620.0,5.0,Nonprofit/Gov,Reject
3029,Female,False,3.43,STEM,Asian,680.0,5.0,Investment Management,Reject
3030,Male,True,3.22,Humanities,,680.0,5.0,Health Care,Admit
3031,Male,True,3.38,Humanities,,,5.0,Technology,Reject
3032,Male,False,3.35,STEM,White,780.0,5.0,,Reject
3033,Male,False,3.2,Business,Asian,680.0,5.0,Consulting,Reject
3034,Male,False,3.27,Humanities,White,720.0,4.0,Nonprofit/Gov,Admit
3035,Male,False,3.32,STEM,White,670.0,4.0,Nonprofit/Gov,Reject
3036,Female,False,3.23,Business,Hispanic,710.0,7.0,Investment Banking,Admit
3037,Male,True,,Humanities,,680.0,6.0,,Admit
3038,Male,False,3.19,Humanities,Hispanic,620.0,5.0,Consulting,Reject
3039,Male,False,3.07,Humanities,Asian,570.0,4.0,Consulting,Reject
3040,Female,True,3.16,STEM,,700.0,,Technology,Reject
3041,Male,False,,STEM,Asian,640.0,4.0,PE/VC,Reject
3042,Female,True,3.11,,,610.0,3.0,Nonprofit/Gov,Reject
3043,Female,True,3.13,Humanities,,700.0,5.0,Technology,Reject
3044,Male,True,3.52,Business,,730.0,6.0,Technology,Admit
3045,Male,True,3.37,Humanities,,630.0,6.0,Consulting,Reject
3046,Male,False,3.46,STEM,Black,680.0,4.0,Consulting,Reject
3047,Male,False,3.21,STEM,Black,620.0,7.0,Consulting,Reject
3048,Female,False,3.21,Humanities,Asian,690.0,3.0,PE/VC,Admit
3049,Male,False,3.24,Humanities,,570.0,,Nonprofit/Gov,Reject
3050,Male,False,3.25,Business,Asian,670.0,4.0,Technology,Admit
3051,Female,False,3.3,Humanities,White,690.0,6.0,Other,Reject
3052,Female,False,3.35,Business,Other,660.0,5.0,Consulting,Reject
3053,Male,False,,Business,White,630.0,,Consulting,Reject
3054,Male,False,3.35,Humanities,White,,4.0,Investment Management,Reject
3055,Female,False,3.11,Humanities,Hispanic,640.0,5.0,Health Care,Reject
3056,Male,True,3.19,Business,,650.0,5.0,Other,Reject
3057,Male,True,3.38,,,690.0,5.0,Consulting,Reject
3058,Male,False,3.32,Humanities,Asian,,4.0,Technology,Reject
3059,Male,False,3.1,Business,Black,640.0,6.0,Nonprofit/Gov,Reject
3060,Male,False,3.28,STEM,White,620.0,5.0,Nonprofit/Gov,Reject
3061,Male,False,3.31,STEM,White,700.0,7.0,Nonprofit/Gov,Reject
3062,Male,True,3.08,STEM,,,4.0,,Reject
3063,Male,True,3.04,Business,,600.0,6.0,PE/VC,Reject
3064,Female,False,3.64,Business,Asian,760.0,5.0,,Admit
3065,Female,False,3.16,Business,Hispanic,660.0,4.0,Financial Services,Reject
3066,Male,False,3.32,Humanities,White,650.0,4.0,Financial Services,Reject
3067,Female,False,3.29,,Other,680.0,6.0,Investment Banking,Admit
3068,Female,False,3.5,Humanities,Asian,750.0,3.0,Retail,Admit
3069,Female,False,3.48,Business,White,580.0,5.0,Investment Management,Reject
3070,Female,False,3.66,Business,White,760.0,5.0,Consulting,Reject
3071,Male,False,3.38,Humanities,White,670.0,6.0,Consulting,Admit
3072,Male,True,3.26,STEM,,650.0,4.0,Technology,Reject
3073,Female,False,3.35,STEM,Black,720.0,5.0,Consulting,Admit
3074,Male,True,3.09,STEM,,630.0,7.0,CPG,Reject
3075,Female,True,3.23,Humanities,,630.0,6.0,Health Care,Reject
3076,Male,False,3.36,Humanities,White,640.0,5.0,Consulting,Reject
3077,Male,False,3.09,Humanities,Asian,680.0,5.0,PE/VC,Reject
3078,Female,False,3.21,STEM,Black,700.0,4.0,Technology,Reject
3079,Female,False,3.2,STEM,Asian,630.0,6.0,Consulting,Reject
3080,Male,False,3.26,STEM,Asian,590.0,3.0,,Reject
3081,Male,True,3.27,STEM,,710.0,5.0,Other,Reject
3082,Female,True,3.2,STEM,,650.0,6.0,Investment Banking,Reject
3083,Female,True,3.27,Business,,700.0,6.0,Investment Banking,Admit
3084,Female,True,3.12,Humanities,,640.0,4.0,Investment Management,Reject
3085,Male,True,2.95,STEM,,580.0,6.0,Other,Reject
3086,,False,3.22,Business,White,680.0,5.0,PE/VC,Admit
3087,Female,False,3.14,Business,Hispanic,710.0,4.0,Consulting,Reject
3088,Male,False,3.26,Humanities,White,710.0,6.0,Technology,Reject
3089,Female,False,3.47,STEM,Asian,670.0,6.0,PE/VC,Reject
3090,Female,False,3.27,,Asian,610.0,4.0,Investment Management,Reject
3092,Male,True,3.35,Humanities,,700.0,5.0,Investment Banking,Reject
3093,Male,False,2.9,,White,600.0,5.0,Health Care,Reject
3094,Male,False,3.12,STEM,Black,,7.0,Consulting,Reject
3095,Female,False,3.32,Business,White,690.0,6.0,Investment Banking,Reject
3096,Male,False,3.27,Humanities,White,660.0,6.0,PE/VC,Reject
3097,Male,True,,Business,,680.0,4.0,Financial Services,Admit
3098,Male,False,3.4,Humanities,,650.0,6.0,Nonprofit/Gov,Reject
3099,Male,,3.23,Humanities,White,690.0,5.0,PE/VC,Reject
3100,Male,False,3.08,Humanities,Asian,590.0,4.0,,Reject
3101,Male,False,3.29,STEM,White,590.0,5.0,Technology,Reject
3102,Male,False,3.16,Business,White,620.0,5.0,PE/VC,Reject
3103,Female,False,3.43,STEM,White,650.0,5.0,,Reject
3104,Female,False,3.16,Business,Asian,590.0,6.0,Nonprofit/Gov,Reject
3105,Male,False,3.53,Business,Black,620.0,4.0,CPG,Reject
3106,Male,False,3.54,Business,White,760.0,5.0,Financial Services,Admit
3107,Female,False,3.11,,Asian,590.0,7.0,Consulting,Reject
3108,Male,True,3.25,STEM,,650.0,5.0,Health Care,Reject
3109,Male,False,3.07,Humanities,Hispanic,640.0,,Consulting,Reject
3110,Male,False,3.52,STEM,Hispanic,670.0,5.0,Technology,Reject
3111,Male,True,3.31,Business,,640.0,4.0,Consulting,Reject
3112,Male,False,,STEM,Hispanic,710.0,4.0,Technology,Reject
3113,Female,False,3.42,Humanities,,690.0,5.0,Consulting,Reject
3114,Female,False,3.06,Business,Black,580.0,5.0,CPG,Reject
3115,Female,False,3.09,Business,Hispanic,,5.0,Consulting,Reject
3116,Male,False,3.48,STEM,Asian,670.0,2.0,Health Care,Reject
3117,Female,True,3.05,Business,,590.0,6.0,Technology,Reject
3118,Male,False,3.05,Humanities,White,,4.0,Consulting,Reject
3119,,False,3.21,Business,Black,620.0,4.0,Consulting,Reject
3120,Male,True,3.19,Humanities,,620.0,4.0,Consulting,Reject
3121,Male,False,3.15,STEM,Asian,570.0,5.0,Technology,Reject
3122,Male,False,3.38,Business,Hispanic,730.0,6.0,Investment Management,Reject
3123,Male,True,3.09,Humanities,,610.0,4.0,Other,Reject
3124,Female,True,,Humanities,,600.0,6.0,PE/VC,Reject
3125,Male,False,3.32,STEM,Black,680.0,6.0,Health Care,Reject
3126,Male,True,3.28,STEM,,680.0,6.0,PE/VC,Reject
3127,Male,False,3.44,Humanities,White,660.0,5.0,Consulting,Reject
3128,Female,False,3.28,STEM,Asian,640.0,4.0,Consulting,Reject
3129,Female,False,3.11,Humanities,White,600.0,5.0,Investment Banking,Reject
3130,Female,True,3.11,Business,,600.0,5.0,Consulting,Reject
3131,Male,False,3.13,Humanities,Black,600.0,4.0,Investment Banking,Reject
3132,Male,False,3.35,Business,Black,670.0,5.0,Nonprofit/Gov,Reject
3133,Male,False,3.28,Humanities,Asian,630.0,5.0,Consulting,Reject
3134,Male,True,3.2,Business,,640.0,4.0,PE/VC,Reject
3135,Female,True,3.07,Humanities,,,6.0,Other,Reject
3136,Female,False,3.39,Humanities,White,670.0,5.0,Investment Management,Reject
3137,Male,False,3.22,Business,White,610.0,7.0,Consulting,Reject
3138,Male,False,3.37,STEM,Black,650.0,7.0,Consulting,Reject
3139,Male,False,,STEM,Asian,730.0,5.0,Technology,Reject
3140,Male,True,3.14,STEM,,600.0,6.0,Real Estate,Reject
3141,Female,False,3.22,Business,White,600.0,7.0,Technology,Reject
3142,Female,False,3.14,Business,Black,570.0,5.0,PE/VC,Reject
3143,Male,True,3.13,Humanities,,610.0,,Other,Reject
3144,Male,False,3.29,Humanities,Asian,700.0,5.0,PE/VC,Reject
3145,Male,False,3.48,STEM,Black,720.0,5.0,Financial Services,Reject
3146,Male,False,3.26,Business,White,700.0,6.0,Health Care,Reject
3147,Male,False,3.18,Business,Black,700.0,4.0,Consulting,Reject
3148,Male,True,3.37,STEM,,760.0,4.0,Other,Reject
3149,Male,False,3.22,STEM,White,620.0,5.0,Consulting,Reject
3150,Male,True,3.07,Business,,570.0,5.0,PE/VC,Reject
3151,Male,False,3.14,STEM,Black,570.0,6.0,Investment Banking,Reject
3152,Male,True,3.41,Humanities,,770.0,5.0,Investment Management,Reject
3153,Male,False,3.45,Humanities,Hispanic,730.0,5.0,Other,Admit
3154,Female,False,3.14,Business,White,620.0,5.0,PE/VC,Reject
3155,Female,False,3.06,Humanities,Asian,650.0,6.0,Consulting,Reject
3156,Female,,3.38,Business,,770.0,5.0,PE/VC,Reject
3157,,False,3.14,STEM,Black,630.0,5.0,Financial Services,Reject
3158,Male,False,3.25,Business,Hispanic,620.0,5.0,Nonprofit/Gov,Reject
3159,,False,3.34,Humanities,Black,710.0,6.0,Retail,Admit
3160,Male,False,3.45,Humanities,Black,660.0,4.0,Technology,Reject
3161,Male,True,3.11,Humanities,,680.0,5.0,Consulting,Reject
3162,Male,False,3.33,Humanities,White,710.0,6.0,Real Estate,Admit
3163,Male,True,3.12,Humanities,,610.0,4.0,Retail,Reject
3164,Male,False,3.08,Business,Hispanic,600.0,6.0,Investment Banking,Reject
3165,Male,False,2.95,Business,White,570.0,6.0,Financial Services,Reject
3166,Male,False,3.24,Humanities,Asian,640.0,6.0,Financial Services,Reject
3167,Female,False,3.53,STEM,White,690.0,6.0,,Admit
3168,Male,True,3.39,STEM,,680.0,5.0,,Admit
3169,Female,False,3.42,Humanities,Asian,780.0,3.0,Financial Services,Reject
3170,Male,False,,Humanities,White,680.0,5.0,Nonprofit/Gov,Admit
3171,Male,False,3.5,Business,White,670.0,5.0,Consulting,Reject
3172,Male,False,3.37,Humanities,White,660.0,5.0,Financial Services,Admit
3173,Male,False,3.2,Business,White,640.0,6.0,Consulting,Reject
3174,Female,True,3.39,STEM,,670.0,6.0,Investment Banking,Reject
3175,Male,False,3.34,Humanities,White,650.0,4.0,Consulting,Reject
3176,Male,False,3.17,STEM,White,,,Nonprofit/Gov,Reject
3177,Female,False,3.51,Business,Hispanic,680.0,6.0,Real Estate,Admit
3178,Female,,3.36,Business,,640.0,6.0,Health Care,Reject
3179,Female,True,3.35,STEM,,710.0,6.0,PE/VC,Reject
3180,Female,True,3.27,STEM,,610.0,5.0,Retail,Reject
3182,Male,False,3.18,Business,Black,660.0,4.0,Other,Reject
3183,,True,3.47,STEM,,650.0,5.0,Consulting,Reject
3184,Male,False,,Humanities,Asian,690.0,,Technology,Admit
3185,Female,False,3.23,Humanities,Other,670.0,6.0,Consulting,Admit
3186,Male,False,3.14,STEM,Hispanic,640.0,5.0,Energy,Reject
3187,Male,False,3.48,Business,Asian,670.0,5.0,Consulting,Reject
3188,Male,False,3.2,Business,Hispanic,,3.0,Consulting,Reject
3189,Male,False,3.21,Humanities,White,650.0,6.0,Health Care,Reject
3190,Female,False,3.14,STEM,White,590.0,7.0,Consulting,Reject
3191,Male,,3.2,Business,,570.0,5.0,Investment Banking,Reject
3192,Female,True,3.29,Humanities,,660.0,6.0,Consulting,Reject
3193,Male,False,3.1,Humanities,,580.0,5.0,Other,Reject
3194,Male,False,3.29,Business,Black,650.0,5.0,PE/VC,Reject
3195,Female,False,3.25,Business,Asian,640.0,6.0,,Reject
3197,Female,,3.32,STEM,,640.0,4.0,PE/VC,Reject
3199,,False,,Humanities,Black,650.0,5.0,CPG,Reject
3200,Male,True,3.14,Humanities,,,5.0,PE/VC,Reject
3201,Male,True,3.26,STEM,,760.0,4.0,Real Estate,Reject
3202,Male,True,3.23,,,,5.0,Investment Banking,Reject
3203,Male,True,3.4,Humanities,,660.0,7.0,Nonprofit/Gov,Reject
3204,Male,False,3.31,Business,Other,650.0,5.0,Nonprofit/Gov,Reject
3205,Male,False,3.42,Humanities,Hispanic,570.0,6.0,PE/VC,Reject
3206,Female,False,3.27,Business,White,760.0,6.0,,Reject
3207,Female,True,3.41,Humanities,,710.0,3.0,PE/VC,Reject
3208,Female,True,3.52,Humanities,,670.0,7.0,Consulting,Admit
3209,Male,False,3.08,Business,Black,650.0,4.0,Health Care,Reject
3210,,False,3.22,STEM,Asian,620.0,5.0,Real Estate,Reject
3211,Male,False,3.14,Humanities,Hispanic,600.0,3.0,Investment Banking,Reject
3212,Female,False,3.44,Business,Asian,700.0,5.0,Investment Banking,Reject
3213,Female,True,3.19,Humanities,,590.0,5.0,Technology,Reject
3214,Male,False,3.24,Humanities,Black,630.0,5.0,,Reject
3215,Female,False,3.56,,Asian,720.0,4.0,PE/VC,Admit
3216,Female,False,3.46,Business,Black,690.0,5.0,Consulting,Reject
3217,Female,True,3.15,Business,,630.0,3.0,CPG,Reject
3218,Male,False,3.33,Humanities,White,620.0,5.0,Investment Management,Reject
3220,Male,False,3.27,Humanities,Hispanic,690.0,5.0,Technology,Reject
3221,Female,False,3.0,Humanities,Black,610.0,7.0,Investment Banking,Reject
3222,Female,False,3.37,Humanities,Asian,680.0,4.0,Health Care,Admit
3223,Female,False,3.55,Humanities,Black,630.0,5.0,,Reject
3224,Male,False,3.33,Business,Black,690.0,4.0,PE/VC,Reject
3225,Male,False,3.42,Humanities,Asian,780.0,5.0,Nonprofit/Gov,Admit
3226,Male,True,3.26,Business,,580.0,5.0,Energy,Reject
3227,Female,True,3.39,Business,,660.0,5.0,Investment Management,Admit
3228,Female,True,3.44,Business,,700.0,4.0,Investment Banking,Reject
3229,Male,False,3.36,Humanities,Black,680.0,3.0,Nonprofit/Gov,Reject
3230,Female,False,3.12,Humanities,Asian,620.0,4.0,Consulting,Reject
3231,Female,False,3.46,STEM,Asian,750.0,3.0,Investment Management,Reject
3232,Female,False,3.35,Humanities,White,700.0,6.0,,Reject
3233,Male,True,3.27,STEM,,640.0,6.0,Other,Reject
3234,Male,True,2.86,Business,,570.0,5.0,Consulting,Reject
3235,Female,True,3.16,STEM,,590.0,5.0,Other,Reject
3236,Male,False,3.03,Humanities,White,660.0,6.0,Nonprofit/Gov,Reject
3237,Male,False,3.15,Humanities,White,580.0,6.0,Consulting,Reject
3238,Male,False,3.29,Business,White,620.0,6.0,Consulting,Reject
3239,Female,True,3.59,,,770.0,,Consulting,Admit
3240,Male,False,3.39,Humanities,White,660.0,4.0,Consulting,Reject
3241,Male,False,3.42,Humanities,White,670.0,6.0,Media/Entertainment,Reject
3242,Male,True,3.11,STEM,,680.0,4.0,Investment Banking,Reject
3243,,False,,STEM,White,640.0,5.0,Investment Banking,Reject
3244,Male,False,3.21,Humanities,Asian,690.0,4.0,Technology,Reject
3245,Male,False,3.19,STEM,Asian,,5.0,PE/VC,Reject
3246,Male,False,3.42,Business,,630.0,4.0,Consulting,Reject
3247,Female,False,3.2,Humanities,,650.0,5.0,Other,Reject
3248,Male,False,3.35,STEM,White,650.0,7.0,Investment Banking,Reject
3249,Male,,3.06,Business,White,570.0,6.0,,Reject
3250,Male,True,3.2,Business,,690.0,4.0,Consulting,Reject
3251,Male,False,3.06,STEM,White,580.0,5.0,Technology,Reject
3252,Female,False,3.27,Business,Hispanic,680.0,4.0,,Reject
3254,Female,False,3.33,STEM,Hispanic,680.0,5.0,Investment Banking,Admit
3255,Female,False,3.27,Business,Hispanic,720.0,5.0,PE/VC,Admit
3256,Female,True,3.31,Business,,670.0,6.0,Investment Banking,Admit
3257,Male,True,3.15,Business,,640.0,3.0,CPG,Reject
3258,Female,True,3.41,STEM,,680.0,4.0,PE/VC,Reject
3259,Male,False,3.32,Business,Other,640.0,6.0,Consulting,Reject
3260,Male,False,3.36,Business,White,680.0,3.0,PE/VC,Reject
3261,Male,True,3.28,Business,,670.0,5.0,Financial Services,Reject
3262,Male,False,3.07,Humanities,Asian,570.0,5.0,Consulting,Reject
3263,Male,True,3.55,Humanities,,690.0,4.0,PE/VC,Reject
3264,Male,False,3.45,STEM,White,700.0,7.0,Retail,Reject
3265,Male,True,3.36,Business,,670.0,5.0,Health Care,Waitlist
3266,Male,False,3.08,STEM,Black,640.0,7.0,,Reject
3267,Male,False,3.48,Humanities,White,750.0,5.0,Consulting,Reject
3268,,True,3.19,STEM,,680.0,3.0,Nonprofit/Gov,Reject
3269,Female,False,2.89,,Black,580.0,6.0,Financial Services,Reject
3270,Male,False,3.3,Humanities,White,650.0,4.0,Other,Reject
3271,Female,,3.32,STEM,Asian,,4.0,Nonprofit/Gov,Reject
3272,Female,True,3.36,Business,,720.0,5.0,Nonprofit/Gov,Reject
3273,Female,False,3.04,Business,Black,570.0,5.0,Technology,Reject
3274,Male,False,3.17,STEM,Asian,630.0,4.0,Consulting,Reject
3275,Male,False,3.27,Business,Asian,610.0,4.0,Consulting,Reject
3276,Male,False,3.25,STEM,Black,630.0,3.0,Consulting,Reject
3277,,False,3.25,Business,White,610.0,4.0,Consulting,Reject
3278,Male,False,3.24,STEM,Asian,680.0,4.0,Financial Services,Reject
3279,Male,False,3.14,STEM,Hispanic,620.0,6.0,Other,Reject
3280,Male,True,3.27,STEM,,780.0,4.0,Consulting,Admit
3282,Male,False,3.25,Humanities,Black,620.0,7.0,Health Care,Reject
3283,Female,True,3.01,Business,,660.0,6.0,Financial Services,Reject
3284,Male,True,3.35,Humanities,,600.0,5.0,Other,Reject
3285,Male,False,3.08,Humanities,Hispanic,660.0,5.0,Health Care,Reject
3286,Male,False,3.27,Humanities,Asian,620.0,6.0,Financial Services,Reject
3287,Female,False,3.12,STEM,White,570.0,3.0,Nonprofit/Gov,Reject
3288,Male,False,3.3,STEM,Black,650.0,5.0,Technology,Reject
3289,Male,False,3.2,Humanities,White,670.0,6.0,Nonprofit/Gov,Reject
3290,Female,False,3.16,Humanities,Hispanic,570.0,6.0,Health Care,Reject
3291,Male,,2.98,STEM,Asian,570.0,5.0,CPG,Reject
3292,Female,False,3.45,STEM,Black,720.0,4.0,Consulting,Reject
3293,Male,,3.23,STEM,Asian,690.0,7.0,Nonprofit/Gov,Reject
3294,Female,False,3.21,Business,White,630.0,6.0,Consulting,Reject
3295,Male,True,2.94,Humanities,,610.0,5.0,Technology,Reject
3296,Male,False,3.56,Humanities,Hispanic,740.0,5.0,Consulting,Admit
3297,Male,True,3.05,Business,,600.0,3.0,Consulting,Reject
3298,Female,False,3.17,Business,Hispanic,610.0,7.0,Technology,Reject
3299,Male,True,3.24,Humanities,,640.0,5.0,Financial Services,Reject
3300,Male,True,3.43,STEM,,700.0,6.0,PE/VC,Admit
3301,Male,False,3.07,Humanities,Asian,650.0,4.0,Consulting,Reject
3302,Male,False,3.26,Humanities,White,590.0,7.0,CPG,Reject
3303,Male,True,2.9,Humanities,,610.0,4.0,Investment Management,Reject
3304,Male,False,3.3,Humanities,White,620.0,5.0,Consulting,Reject
3305,Male,False,,Business,Black,690.0,4.0,Health Care,Reject
3306,Male,False,3.43,Humanities,White,710.0,5.0,Consulting,Reject
3307,,False,3.29,STEM,Asian,700.0,5.0,PE/VC,Reject
3308,Male,False,2.99,Business,White,570.0,5.0,Health Care,Reject
3309,Female,,3.43,,White,730.0,4.0,Nonprofit/Gov,Admit
3310,Male,False,3.41,Humanities,White,760.0,4.0,Financial Services,Admit
3311,Male,False,3.19,Business,White,670.0,4.0,CPG,Reject
3312,Female,False,3.13,Humanities,Hispanic,770.0,4.0,Consulting,Reject
3313,Male,False,3.3,STEM,White,650.0,7.0,Financial Services,Reject
3314,Female,False,3.16,STEM,Black,590.0,6.0,PE/VC,Reject
3315,Male,False,3.16,Humanities,Asian,680.0,7.0,Health Care,Reject
3316,Female,True,,Humanities,,590.0,5.0,Investment Banking,Reject
3317,Male,False,3.34,STEM,Asian,640.0,,CPG,Reject
3318,Male,False,2.97,STEM,Asian,590.0,4.0,PE/VC,Reject
3319,Male,True,3.16,Business,,700.0,6.0,Financial Services,Reject
3320,Male,False,3.27,Humanities,Asian,580.0,5.0,Other,Reject
3321,Male,False,3.25,STEM,White,690.0,,Consulting,Reject
3322,Female,False,3.09,Humanities,Hispanic,640.0,6.0,Financial Services,Reject
3323,Female,True,3.23,Humanities,,640.0,4.0,PE/VC,Reject
3324,Male,False,3.53,Business,Hispanic,710.0,6.0,Consulting,Reject
3325,Female,,3.23,Humanities,Black,620.0,5.0,Real Estate,Reject
3326,Female,False,3.04,Business,Hispanic,580.0,4.0,Consulting,Reject
3327,Male,False,3.46,STEM,White,690.0,6.0,,Admit
3328,Male,False,3.07,Business,White,620.0,5.0,Consulting,Reject
3329,Female,False,3.09,,Black,640.0,4.0,Consulting,Reject
3330,Male,True,3.34,Humanities,,600.0,5.0,Nonprofit/Gov,Reject
3331,Female,False,3.11,Business,Other,650.0,6.0,PE/VC,Reject
3332,Male,True,3.35,Humanities,,660.0,4.0,Financial Services,Reject
3333,Female,True,2.93,Business,,600.0,6.0,Consulting,Reject
3334,Male,False,3.13,Business,Asian,630.0,3.0,Consulting,Reject
3335,Male,True,3.47,,,690.0,5.0,Nonprofit/Gov,Reject
3336,Male,True,3.44,Humanities,,630.0,5.0,Consulting,Reject
3337,Female,False,3.16,,White,600.0,5.0,Consulting,Reject
3338,Male,False,3.24,Business,White,,4.0,Nonprofit/Gov,Reject
3339,Male,False,3.17,STEM,White,580.0,6.0,Consulting,Reject
3340,Male,False,3.17,Humanities,Black,610.0,5.0,,Reject
3341,Male,True,3.34,Business,,,6.0,Financial Services,Admit
3342,Female,True,3.54,STEM,,770.0,5.0,Consulting,Admit
3343,Male,False,3.42,Humanities,Hispanic,740.0,4.0,Financial Services,Reject
3344,Male,False,3.2,Humanities,Asian,660.0,5.0,Consulting,Reject
3345,Female,False,3.59,Humanities,White,740.0,5.0,Other,Admit
3346,Male,False,2.98,Humanities,White,570.0,4.0,Consulting,Reject
3347,Male,False,3.26,STEM,White,660.0,5.0,Investment Management,Reject
3348,Female,True,3.43,Business,,620.0,4.0,Consulting,Reject
3349,Male,False,,Business,Other,710.0,5.0,,Reject
3350,Female,False,3.22,STEM,White,590.0,5.0,Energy,Reject
3351,Male,True,3.1,STEM,,620.0,6.0,Nonprofit/Gov,Reject
3352,Female,True,3.11,Business,,590.0,5.0,Technology,Reject
3353,Male,True,3.27,Humanities,,690.0,5.0,PE/VC,Reject
3354,Female,False,3.06,Humanities,White,590.0,5.0,Health Care,Reject
3355,,True,,STEM,,660.0,4.0,,Reject
3356,Female,False,3.06,STEM,,,5.0,PE/VC,Reject
3357,Male,False,3.16,Humanities,Asian,670.0,4.0,Nonprofit/Gov,Reject
3358,Male,True,3.16,Business,,610.0,3.0,PE/VC,Reject
3359,Male,False,3.04,STEM,Asian,570.0,6.0,Technology,Reject
3360,Male,False,3.32,Humanities,Asian,740.0,4.0,Consulting,Admit
3361,Female,True,3.13,Humanities,,630.0,7.0,Consulting,Reject
3362,Male,True,3.48,Business,,660.0,6.0,Technology,Admit
3363,Female,False,3.24,STEM,White,600.0,4.0,Other,Reject
3364,Male,True,3.36,Business,,770.0,4.0,PE/VC,Admit
3365,,True,3.38,Humanities,,640.0,4.0,Financial Services,Reject
3366,,False,2.93,STEM,Black,590.0,6.0,Nonprofit/Gov,Reject
3367,Male,False,3.17,STEM,Black,600.0,4.0,Consulting,Reject
3368,Male,False,3.19,Humanities,Black,,5.0,Consulting,Reject
3369,Female,False,3.25,STEM,Black,620.0,5.0,Consulting,Reject
3370,Female,False,2.96,Business,White,570.0,5.0,Real Estate,Reject
3371,Male,False,3.26,Business,White,640.0,6.0,,Reject
3372,Female,True,3.28,Business,,680.0,3.0,Consulting,Reject
3373,Male,False,3.25,Humanities,Black,620.0,6.0,,Reject
3374,Female,False,3.12,Humanities,Black,680.0,4.0,Real Estate,Reject
3375,,False,3.07,Humanities,White,570.0,5.0,PE/VC,Reject
3376,Male,True,3.43,Humanities,,780.0,5.0,Investment Banking,Reject
3377,Male,True,3.13,Humanities,,660.0,5.0,Investment Banking,Reject
3378,Male,True,3.55,,,740.0,5.0,PE/VC,Reject
3379,Male,False,3.44,Business,Hispanic,720.0,8.0,Technology,Reject
3381,Female,True,3.21,Humanities,,650.0,4.0,Investment Banking,Reject
3382,Female,False,3.25,STEM,White,640.0,7.0,Technology,Reject
3383,Male,False,3.19,Humanities,Black,680.0,5.0,Health Care,Reject
3384,Female,True,3.07,Humanities,,570.0,6.0,Consulting,Reject
3385,Female,True,3.13,Business,,620.0,,Investment Banking,Reject
3386,Male,True,3.36,Business,,620.0,5.0,PE/VC,Reject
3387,Male,True,2.97,STEM,,570.0,5.0,Investment Banking,Reject
3388,Male,False,3.26,Humanities,Asian,700.0,4.0,Consulting,Reject
3389,Male,False,3.11,STEM,Asian,630.0,5.0,Health Care,Reject
3390,Female,True,3.21,Humanities,,630.0,5.0,Investment Banking,Reject
3391,Female,True,3.15,STEM,,660.0,4.0,Other,Reject
3392,Male,True,3.18,Humanities,,630.0,6.0,Consulting,Reject
3393,,False,3.43,Business,White,650.0,6.0,Consulting,Reject
3394,,False,3.53,Humanities,,780.0,6.0,Nonprofit/Gov,Admit
3395,Male,False,3.21,Business,Asian,680.0,7.0,PE/VC,Reject
3396,Male,False,3.14,Humanities,White,570.0,7.0,PE/VC,Reject
3397,Male,False,3.27,STEM,Other,670.0,5.0,Financial Services,Admit
3398,Male,False,3.59,Humanities,Black,760.0,4.0,PE/VC,Reject
3399,Female,False,3.14,STEM,Hispanic,570.0,4.0,Consulting,Reject
3400,Male,False,3.13,Humanities,Asian,690.0,,PE/VC,Reject
3401,Female,,3.46,Business,Black,780.0,5.0,Investment Banking,Reject
3402,Female,False,2.87,Humanities,White,570.0,5.0,PE/VC,Reject
3403,Female,False,3.34,Business,Black,640.0,4.0,Consulting,Reject
3404,Female,False,3.44,Humanities,White,750.0,5.0,PE/VC,Reject
3405,Female,False,3.43,,White,780.0,5.0,Consulting,Reject
3406,Male,False,2.97,Business,Black,580.0,6.0,Real Estate,Reject
3407,Male,False,3.43,Humanities,Hispanic,760.0,7.0,Consulting,Reject
3408,Female,True,3.11,Humanities,,620.0,4.0,Technology,Reject
3409,Female,True,3.24,STEM,,740.0,5.0,Investment Management,Admit
3410,,True,3.49,Business,,680.0,3.0,PE/VC,Admit
3411,Male,False,3.38,,White,720.0,,Investment Banking,Admit
3412,Male,True,3.04,STEM,,590.0,5.0,Consulting,Reject
3413,Female,True,3.52,Business,,610.0,5.0,Consulting,Reject
3414,Female,False,,STEM,White,620.0,5.0,Technology,Reject
3416,Female,False,3.12,Humanities,Asian,570.0,4.0,PE/VC,Reject
3418,Female,True,3.3,Humanities,,720.0,4.0,,Reject
3419,Female,,3.07,Humanities,,600.0,6.0,Technology,Reject
3420,Male,False,3.19,STEM,Asian,670.0,4.0,Consulting,Reject
3421,Female,True,3.29,Humanities,,690.0,4.0,Technology,Reject
3422,Male,True,3.36,STEM,,720.0,6.0,Consulting,Reject
3423,,False,3.28,STEM,White,650.0,5.0,PE/VC,Reject
3424,Female,False,3.24,Humanities,Black,670.0,6.0,Technology,Reject
